year|page|table_number|row_number|source_title|source_url|table_column_1|table_column_2|table_column_3|table_column_4|table_column_5|table_column_6|table_column_7|table_column_8
2026|15|13|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,193,858|-||
2026|15|13|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|15|13|10|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|15|13|11|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|3,270,323|(0)||1,386,795|(0)|4,154,386|
2026|15|14|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|15|14|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|15|14|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|2 Local Governance 040Local Election 044Legislative Function 045Citizen Engagement|3,270,323 - 3,270,323 (0)|(0) (0) (0)|1,386,795 744,330 600,465 42,000||(0) (0) (0)|4,154,386 1,861,792 1,480,894 811,700|
2026|15|14|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|3,270,323|(0)|1,386,79|5|(0)|4,41,5145,43,83686|
2026|16|15|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|16|15|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|16|15|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Ward Development Committees Operationalised 01 Number of ward development committees operationalised|(0)|(0)|30|30|30||
2026|16|15|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Council Committee Meetings Held 01 Nummber of ordinary council meetings held 02 Number of special council meetings held 03 Number of standing committee meetings held|- (0) (0)|(0) (0) (0)|4 2 18|4 2 17|4 2 18||
2026|16|15|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Citizen Engagement Programmes Conducted 01 Number of radio programs broadcasted|-|(0)|12|5|6||
2026|17|16|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|17|16|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|17|16|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - 66,890 66,890 - -|- - - - - -||728,833|-|2,525,277 2,525,277 667,229 667,229 381,025 381,025|
2026|17|16|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||728,833|-||
2026|17|16|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,046,571|-||
2026|17|16|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,046,571|-||
2026|17|16|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,300|-||
2026|17|16|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,300|-||
2026|17|16|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|66,890|(0)||1,776,704|(0)|3,573,531|
2026|17|17|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|17|17|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|17|17|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|3 Integrated Development Planning 006Environmental Planning 021Spatial Planning 033Socio Economic Planning|66,890 (0) 66,890 -|(0) (0) (0)|1,776,704 58,650 929,032 789,022||(0) (0) (0)|3,573,531 363,452 2,195,016 1,015,063|
2026|17|17|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|66,890|(0)|1,776,70|4|(0)|3,35,7537,35,35131|
2026|18|18|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|18|18|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|18|18|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Local Area Plan Developed 01 Number of local area plan developed|(0)|(0)|1|1|1||
2026|18|18|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Land Auditing Conducted 01 Number of areas audited|(0)|(0)|3|2|2||
2026|18|18|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Properties Regularized 01 Number of properties regularized|(0)|(0)|51|47|50||
2026|18|18|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Plots Beaconed 01 Number of plots beaconed 02 Number of beacons verified and replaced|(0) (0)|(0) (0)|117 100|115 91|112 112||
2026|18|18|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|District Development Coordinating Committee Meetings Held 01 Number of district development coordinating ccommittee meetings held|(0)|(0)|4|1|4||
2026|18|18|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Revew of Gender Workplace Policy 01 Number of gender workplace policy review meetings conducted|(0)|(0)|1|1|1||
2026|18|18|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Ward Development Committee Operations Monitored 01 Number of WDC monitoring visits conducted|(0)|(0)|30|30|30||
2026|18|18|10|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|HIV/AIDS Activities Coordinated and Supported 01 Number of events commemorated 02 Number of condoms collected and distributed 03 Number of IEC materials collected and distributed|(0) (0) (0)|(0) (0) (0)|4 300,000 300|4 260,292 500|4 300,000 300||
2026|18|18|11|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|(cid:9)IDP Performance Review Conducted 01 Number of IDP performance review meetings conducted|(0)|(0)|1|1|1||
2026|18|18|12|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Environmental Compliance Assessments and Inspections Conducted 01 Number of environmental assessments conducted 02 Number of environmental compliance inspections conducted|(0) (0)|(0) (0)|12 4|8 2|12 4||
2026|19|19|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|19|19|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|19|19|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - - - -|- - - - - -||-|-|735,307 735,307 394,540 394,540 741,000 741,000|
2026|19|19|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|19|19|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||88,200|-||
2026|19|19|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||88,200|-||
2026|19|19|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||53,600|-||
2026|19|19|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||53,600|-||
2026|19|19|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|-|(0)||141,800|(0)|1,870,847|
2026|19|20|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|19|20|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|19|20|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|4 Economic and Business Development 038Trade Facilitation and Licensing 039Economic and Business Development|- - (0)|(0) (0)|141,800 141,800 -||(0) (0)|1,870,847 538,933 1,331,913|
2026|19|20|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|-|(0)|141,80|0|(0)|1,18,7807,08,48747|
2026|20|21|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|20|21|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|20|21|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Council Commercial ventures revamped 01 Number of Council Commercial ventures revamped|(0)|(0)|(0)|(0)|1||
2026|20|21|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Businesses Registered 01 Number of business levy certificates issued|(0)|(0)|1,722|1,400|1,400||
2026|21|22|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|21|22|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|21|22|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - 3,000,391 3,000,391 117,950 117,950|- - - - - -||789,043|-|2,797,254 2,797,254 1,913,120 1,913,120 859,087 859,087|
2026|21|22|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||789,043|-||
2026|21|22|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,489,479|-||
2026|21|22|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,489,479|-||
2026|21|22|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||470,000|-||
2026|21|22|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||470,000|-||
2026|21|22|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|3,118,341|(0)||2,748,521|(0)|5,569,461|
2026|21|23|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|21|23|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|21|23|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|5 Public Health and Environmental Protection 015Cemetery and Funeral Services 019Health Inspections 023Pest Control 027Solid Waste Management|3,118,341 143,050 2,975,291 (0) (0)|(0) (0) (0) (0)|2,748,521 298,314 1,064,933 - 1,385,275||(0) (0) (0) (0)|5,569,461 961,631 1,648,547 588,660 2,370,623|
2026|21|23|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|3,118,341|(0)|2,748,52|1|(0)|5,55,6596,94,64161|
2026|22|24|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|22|24|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|22|24|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Solid Waste Collected 01 Tonnage of solid waste collected 02 Number of dumpsites well maintained|(0) (0)|(0) (0)|20,000 1|16,581 1|20,000 1||
2026|22|24|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Cemeteries Maintained 01 Number of cemeteries maintained 02 Percentage of unclaimed bodies disposed off|(0) (0)|(0) (0)|5 100|5 100|4 100||
2026|22|24|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Health and Safety of Humans Environment Improved 01 Number of events commemorated|(0)|(0)|6|6|6||
2026|22|24|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Dogs Registered 01 Number of dogs registered|(0)|(0)|200|122|200||
2026|23|25|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET||||2025 BUDGET||2026 BUDGET
2026|23|25|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|||Approved|Expendit ure*|Estimates
2026|23|25|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|5,629,740 5,629,740 3,924,100 3,924,100 102,840 102,840|- - - - - -|||4,805,149|-|6,170,292 6,170,292 7,949,362 7,949,362 1,702,602 1,702,602
2026|23|25|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||4,805,149|-|
2026|23|25|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||8,169,234|-|
2026|23|25|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||8,169,234|-|
2026|23|25|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||330,385|-|
2026|23|25|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||330,385|-|
2026|23|25|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|9,656,680|(0)|||13,304,768|(0)|15,822,256
2026|24|26|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|24|26|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|24|26|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|6 Housing and Community Amenities 001General Adminstration 007Parks and Gardens 012Markets and Bus Stations 017Settlements 026Public Housing 029Roads and Drainages 031Street Lighting 034Water Supply and Sanitation Services 041Fire Protection Services|9,656,680 (0) 515,950 - - - 6,702,570 813,105 - 1,625,055|(0) (0) (0) (0) (0) (0) (0) (0) (0)|13,304,768 - 503,565 61,680 45,820 1,004,762 5,572,445 384,959 547,715 5,183,822||(0) (0) (0) (0) (0) (0) (0) (0) (0)|15,822,256 562,002 614,445 479,624 881,931 2,443,014 6,068,879 1,362,108 248,737 3,161,518|
2026|24|26|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|9,656,680|(0)|13,304,76|8|(0)|1155,8,82222,2,25566|
2026|25|27|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|25|27|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|25|28|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Council Buildings Maintained 01 Number of council buildings maintained|(0)|(0)|7|7|3||
2026|25|28|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Ward Development Funded Projects Implemented 01 Number of ward development funded projects implemented|(0)|(0)|30|30|30||
2026|25|28|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Markets Lighting System Rehabilitated 01 Number of flood lights rehabilitated 02 Number of security lights rehabilitated|(0) (0)|(0) (0)|5 80|4 50|5 80||
2026|25|28|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Bus Station Lighting System Rehabilitated 01 Number of security lights rehabilitated|(0)|(0)|5|5|5||
2026|25|28|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Water Facilities Rehabilitated 01 Number of water facilities rehabilitated 02 Number of events commemorated|(0) (0)|(0) (0)|40 3|34 3|10 3||
2026|25|28|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Fire Safety Inspections Conducted 01 Percentage of fire safety inspections conducted|-|(0)|100|100|100||
2026|25|28|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Market Shelters Rehabilitated 01 Number of market shelters rehabilitated|-|(0)|2|2|1||
2026|25|28|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Settlements Upgraded 01 Number of settlements upgraded|(0)|(0)|1|-|1||
2026|26|29|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|26|29|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|26|29|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - 51,338 51,338 17,800 17,800|- - - - - -||1,139,012|-|867,323 867,323 2,316,808 2,316,808 64,655 64,655|
2026|26|29|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||1,139,012|-||
2026|26|29|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||2,372,744|-||
2026|26|29|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||2,372,744|-||
2026|26|29|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||64,655|-||
2026|26|29|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||64,655|-||
2026|26|29|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|69,138|(0)||3,576,412|(0)|3,248,786|
2026|26|30|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|26|30|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|26|30|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|7 Recreation Culture and Religion 001Cultural Affairs 032Registration of Marriages and Deaths 042Sports Promotion|69,138 69,138 - -|(0) (0) (0)|3,576,412 1,049,574 194,184 2,332,654||(0) (0) (0)|3,248,786 862 522,375 2,725,549|
2026|26|30|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|69,138|(0)|3,576,41|2|(0)|3,32,4284,87,87686|
2026|27|31|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|27|31|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|27|31|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Inventory of all Cultural Practices in the district maintained 01 Number of Intangible Cultural Heritage Managed|(0)|(0)|1|-|1||
