year|page|table_number|row_number|source_title|source_url|table_column_1|table_column_2|table_column_3|table_column_4|table_column_5|table_column_6|table_column_7|table_column_8
2026|27|31|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Cultural and Creative Industries Developed 01 Number of Cultural and creative industries promoted|(0)|(0)|1|-|1||
2026|27|31|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Marriage Solomnization conducted 01 Percentage of marriages Solominized|(0)|(0)|100|100|100||
2026|27|31|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Community Mobilised In Sports 01 Number of constituencies mobilized in sporting activities 02 Number of community teams participating in organised sporting desciplines|(0) (0)|(0) (0)|3 30|3 30|3 30||
2026|27|31|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Participation of Women In Sports 01 Number of women participating in sports|(0)|(0)|300|600|300||
2026|27|31|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Persons With Disabilities Participating In Sports 01 Number of people with disabilitieres participating in community sports|(0)|(0)|20|-|5||
2026|27|31|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Youth Development Centre maintained 01 Number of youth sports development centre maintained 02 Number of youths utilising the sports development centre|(0) (0)|(0) (0)|1 100|2 150|1 120||
2026|27|31|10|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Talent Identification Programmes Established 01 Number of programes initiated for talent identification 02 Number of skillful youths identified in initiated sports desciplines|(0) (0)|(0) (0)|1 100|5 150|5 120||
2026|27|31|11|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Sports Clubs Registered 9109 Number of sports clubs registered|(0)|(0)|6|3|4||
2026|27|32|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Sports and Recreational Tournaments and Events Attended 01 Number of sports disciplines affiliated to appropriate bodies. 02 Number of sports tournaments particpated 03 Number of cultural events participated|(0) (0) (0)|(0) (0) (0)|5 50 2|5 27 1|5 30 1||
2026|28|33|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|28|33|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|28|33|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - 197,815 197,815 204,033 204,033|- - - - - -||346,886|-|1,437,534 1,437,534 100,161 100,161|
2026|28|33|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||346,886|-||
2026|28|33|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||121,361|-||
2026|28|33|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||121,361|-||
2026|28|33|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|28|33|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|28|33|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|401,848|(0)||468,247|(0)|1,537,695|
2026|28|34|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|28|34|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|28|34|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|8 Education and Skills Development 001District archives 010Adult Literacy 039Library Services|401,848 (0) 74,005 327,843|(0) (0) (0)|468,247 19,241 383,646 65,360||(0) (0) (0)|1,537,695 19,241 931,164 587,289|
2026|28|34|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|401,848|(0)|468,24|7|(0)|1,15,3573,76,96595|
2026|29|35|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|29|35|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|29|35|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|District Departments Surveyed 01 Percentage of departments surveyed|(0)|(0)|100|20|100||
2026|29|35|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Records Collected 01 Percentage of NA 17 boxes collected|(0)|(0)|40|5|40||
2026|29|35|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|District Records Processed and Shelved 01 Percentage of NA17 boxes processed and shelved|(0)|(0)|40|5|40||
2026|29|35|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Students Enrolled In Adult Literacy 01 (cid:9)Number of students enrolled in adult literacy programmes 02 Number of women and youth clubs formed and empowered|(0) (0)|(0) (0)|40 20|8 20|40 20||
2026|29|35|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Exchange Visits To Other Councils Conducted 01 Number of exchange visit to other councils|(0)|(0)|1|2|1||
2026|29|35|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Library Usage Enhanced 01 Number of library patrons accessing the library|(0)|(0)|950|896|1,110||
2026|30|36|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|30|36|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|30|36|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - 371,880 371,880 - -|- - - - - -||133,698|-|784,370 784,370 217,036 217,036 753,634 753,634|
2026|30|36|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||133,698|-||
2026|30|36|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||423,613|-||
2026|30|36|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||423,613|-||
2026|30|36|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|30|36|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||-|-||
2026|30|36|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|371,880|(0)||557,310|(0)|1,755,039|
2026|30|37|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|30|37|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|30|37|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|10 Public Order and Safety 014Building Regulations 018Community Policing|371,880 192,660 179,220|(0) (0)|557,310 264,113 293,198||(0) (0)|1,755,039 596,974 1,158,065|
2026|30|37|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|371,880|(0)|557,31|0|(0)|1,17,5755,50,30939|
2026|31|38|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|31|38|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|31|38|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Law and Order Maintained In The District 01 Percentage of routine police patrols conducted|-|(0)|100|100|100||
2026|31|38|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|(cid:9)Council Police Officers Trained 02 Number of council police officers trained|(0)|(0)|40|2|2||
2026|31|38|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Buildings Inspections Conducted 01 Number of buildings inspected|-|(0)|468|495|1,200||
2026|31|38|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Building Plans Scrutinized 01 Number of building plans scrutinized|-|(0)|300|291|380||
2026|32|39|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET||||2025 BUDGET||2026 BUDGET
2026|32|39|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|||Approved|Expendit ure*|Estimates
2026|32|39|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Other Emoluments 03Personnel Related Costs 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) 05Liabilities 01 Outstanding Bills|23,354,692 23,354,692 - - 8,587,975 8,587,975 2,981,650 2,981,650 4,853,966 4,853,966|- - - - - - - - - -|||21,859,855|-|30,728,707 22,714,018 1,768,900 6,245,789 5,159,502 5,159,502 613,680 613,680 5,262,000 5,262,000
2026|32|39|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||19,201,176|-|
2026|32|39|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||255,000|-|
2026|32|39|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||2,403,679|-|
2026|32|39|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||11,361,559|-|
2026|32|39|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||11,361,559|-|
2026|32|39|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||786,554|-|
2026|32|39|10|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||786,554|-|
2026|32|39|11|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||18,557,639|-|
2026|32|39|12|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||||||18,557,639|-|
2026|32|39|13|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|39,778,283|(0)|||52,565,607|(0)|41,763,889
2026|33|40|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|33|40|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2026|33|40|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|11 Management and Support Services 001(cid:9)Human Resource and Administration 003Public Relations 009Executive Management 016(cid:9)Procurement 028(cid:9)Auditing 035(cid:9)Accounting 036Legal Services|39,778,283 17,603,565 153,000 7,169,090 2,369,475 2,522,790 8,596,239 1,364,125|(0) (0) (0) (0) (0) (0) (0)|52,565,607 25,635,033 300,120 1,726,122 237,070 365,762 22,573,964 1,727,535||(0) (0) (0) (0) (0) (0) (0)|41,763,889 22,225,557 1,192,046 1,421,143 1,008,273 757,308 13,772,038 1,387,524|
2026|33|40|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|39,778,283|(0)|52,565,60|7|(0)|4411,7,76633,8,88899|
2026|34|41|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|34|41|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|34|41|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Risk Management Meetings Conducted 01 Number of risk management meetings held|(0)|(0)|4|3|4||
2026|34|41|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Public Awareness on Services Provided by The Local Authority Conducted 01 Number of stakeholder consultation meetings held|(0)|(0)|1|1|1||
2026|34|41|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|National Events Commemorated 01 Number of national events commemorated|(0)|(0)|8|6|8||
2026|34|41|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Financial Reports Prepared 01 Number of annual budget prepared 02 Number of financial reports prepared 03 Number of financial statements prepared 04 Number of Bi-Annual fiscal reports prepared 05 Number of quarterly financial reports|- (0) (0) (0) (0)|(0) (0) (0) (0) (0)|1 1 1 (0) (0)|1 1 1 (0) (0)|1 1 1 2 4||
2026|34|41|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Court Cases and Costs Managed 01 Percentage of court cases adjudicated|100|(0)|100|75|100||
2026|34|41|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|News Letters Published 01 Number of news letters published|(0)|(0)|4|3|2||
2026|34|41|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Procurement Plan Developed 01 Number of procurement plan developed|-|(0)|1|1|1||
2026|34|41|10|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Internal Audit Reports Produced 01 Number of internal audits reports produced|-|(0)|8|6|6||
2026|35|42|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|ECONOMIC CLASSIFICATION|2024 BUDGET|||2025 BUDGET||2026 BUDGET|
2026|35|42|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2026|35|42|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - - - -|- - - - - -||4,030,947|-|5,506,551 5,506,551 1,615,755 1,615,755 1,887,514 1,887,514|
2026|35|42|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||4,030,947|-||
2026|35|42|5|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||4,479,563|-||
2026|35|42|6|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||4,479,563|-||
2026|35|42|7|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||729,000|-||
2026|35|42|8|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|||||729,000|-||
2026|35|42|9|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|-|(0)||9,239,510|(0)|9,009,821|
2026|35|43|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|PROGRAMME/SUBPROGRAMME|2024 BUDGET||2025 BUDGET|||2026 BUDGET|
2026|35|43|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates 9,009,821 9,009,821|
2026|35|43|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|12 Resource Mobilisation and Management 067Resource Mobilisation and Management|- -|(0)|9,239,510 9,239,510||(0)||
2026|35|43|4|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Programme Total|-|(0)|9,239,51|0|(0)|9,90,0090,98,28121|
2026|36|44|1|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Key Output and Output Indicator|2024||2025||2026||
2026|36|44|2|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf||Target|Actual|Target|Actual*|Target||
2026|36|44|3|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Revenue Mobilisation 01 Number of revenue spot checks conducted|(0)|(0)|12|9|12||
